Sequence(s)	CRISPR array(s)	Nb CRISPRs	Evidence-levels	Cas cluster(s)	Nb Cas	Cas Types/Subtypes
NODE_1_length_606135_cov_267_070679	NODE_1_length_606135_cov_267_070679_1[164813;165391] (evidence-level=4), NODE_1_length_606135_cov_267_070679_2[165465;166349] (evidence-level=4), NODE_1_length_606135_cov_267_070679_3[182481;184340] (evidence-level=4),	3	Nb_arrays_evidence-level_1=0,Nb_arrays_evidence-level_2=0,Nb_arrays_evidence-level_3=0,Nb_arrays_evidence-level_4=3	CAS-TypeIE[166446;174905],	1	CAS-TypeIE (n=1), 
NODE_2_length_388707_cov_249_050181		0	ND
NODE_3_length_351271_cov_259_738107		0	ND
NODE_4_length_324322_cov_267_413974		0	ND
NODE_5_length_256474_cov_254_143730		0	ND
NODE_6_length_214222_cov_265_407738		0	ND
NODE_7_length_204421_cov_274_600183		0	ND
NODE_8_length_195735_cov_274_460548		0	ND
NODE_9_length_180355_cov_256_805546		0	ND
NODE_10_length_178167_cov_258_839247		0	ND
NODE_11_length_176746_cov_246_820138		0	ND
NODE_12_length_172256_cov_270_447976		0	ND
NODE_13_length_149343_cov_254_908285		0	ND
NODE_14_length_126187_cov_267_256604		0	ND
NODE_15_length_113080_cov_253_038328		0	ND
NODE_16_length_94165_cov_509_180268		0	ND
NODE_17_length_90661_cov_274_719522		0	ND
NODE_18_length_87624_cov_272_064555		0	ND
NODE_19_length_83171_cov_264_234299		0	ND
NODE_20_length_82153_cov_249_269519		0	ND
NODE_21_length_81304_cov_273_707935		0	ND
NODE_22_length_79890_cov_672_642863		0	ND
NODE_23_length_75745_cov_270_535672	NODE_23_length_75745_cov_270_535672_1[50146;50255] (evidence-level=1),	1	Nb_arrays_evidence-level_1=1,Nb_arrays_evidence-level_2=0,Nb_arrays_evidence-level_3=0,Nb_arrays_evidence-level_4=0		0
NODE_24_length_74299_cov_275_802112		0	ND
NODE_25_length_61973_cov_274_778610		0	ND
NODE_26_length_51459_cov_263_437126		0	ND
NODE_27_length_45454_cov_274_058085		0	ND
NODE_28_length_35501_cov_271_124020		0	ND
NODE_29_length_32701_cov_281_013478		0	ND
NODE_30_length_31076_cov_377_238290		0	ND
NODE_31_length_26747_cov_260_676982		0	ND
NODE_32_length_26730_cov_265_584442		0	ND
NODE_33_length_26108_cov_274_771197		0	ND
NODE_34_length_25010_cov_359_159567		0	ND
NODE_35_length_22041_cov_254_938461		0	ND
